truck_type,departure_date,from_city,to_city,capacity,distance_km,season,price,demand
Trailer trucks,2025-10-01,Vijayawada,Mangalore,50,739.51,3,21250.52,1686.49
Medium Commercial Vehicles,2024-05-05,Raipur,Jabalpur,20,272.72,1,7709.44,1260.78
Light Commercial Vehicles,2024-03-24,Jamshedpur,Mangalore,10,1624.67,1,16345.34,896.82
Trailer trucks,2023-11-29,Coimbatore,Guwahati,50,2284.22,3,33245.26,1428.91
Heavy Commercial Vehicles,2025-12-09,Kolhapur,Mumbai,30,299.67,0,10846.01,1197.24
Heavy Commercial Vehicles,2023-02-22,Agra,Nashik,30,904.0,0,15379.08,1148.37
Trailer trucks,2024-02-10,Nanded,Dehradun,50,1240.3,0,23893.84,1341.01
Container trucks,2023-10-14,Kozhikode,Nagpur,40,1149.7,3,21335.5,1390.28
Medium Commercial Vehicles,2024-07-05,Patna,Udaipur,20,1157.56,2,16801.18,1351.9
Heavy Commercial Vehicles,2023-02-02,Dehradun,Solapur,30,1418.34,0,19609.35,979.14
Container trucks,2024-05-05,Nashik,Nanded,40,382.53,1,15385.66,1533.87
Medium Commercial Vehicles,2024-04-29,Kozhikode,Jabalpur,20,1392.98,1,17487.61,1154.39
Light Commercial Vehicles,2025-01-20,Gwalior,Bangalore,10,1467.74,0,14289.73,668.8
Heavy Commercial Vehicles,2024-09-19,Bhopal,Tiruchirappalli,30,1386.83,3,20006.32,1183.53
Heavy Commercial Vehicles,2024-06-18,Lucknow,Nanded,30,930.9,2,18070.56,1480.03
Container trucks,2023-10-12,Solapur,Delhi,40,1220.42,3,21632.16,1417.87
Heavy Commercial Vehicles,2023-07-31,Visakhapatnam,Dehradun,30,1494.49,2,22869.5,1432.18
Trailer trucks,2024-06-27,Patna,Bhavnagar,50,1390.01,2,28389.87,1662.74
Container trucks,2023-05-04,Kolhapur,Meerut,40,1405.31,1,23302.27,1311.87
Medium Commercial Vehicles,2025-12-28,Kolhapur,Vellore,20,672.73,0,11265.35,1074.5
Heavy Commercial Vehicles,2024-03-02,Amritsar,Ranchi,30,1379.76,1,19815.14,1284.88
Heavy Commercial Vehicles,2025-11-23,Nanded,Solapur,30,221.62,3,10617.21,1553.43
Container trucks,2023-04-24,Tiruchirappalli,Patna,40,1773.3,1,26025.66,1269.69
Container trucks,2024-03-31,Vadodara,Raipur,40,881.4,1,19023.0,1473.42
Medium Commercial Vehicles,2023-05-11,Hyderabad,Raipur,20,540.57,1,10282.29,1223.82
Light Commercial Vehicles,2025-05-24,Vijayawada,Bilaspur,10,636.59,1,8273.19,1078.23
Heavy Commercial Vehicles,2025-09-19,Nagpur,Amritsar,30,1235.5,3,18734.64,1160.77
Medium Commercial Vehicles,2025-09-13,Ahmedabad,Udaipur,20,208.53,3,7464.37,1337.0
Medium Commercial Vehicles,2023-02-22,Pune,Agra,20,1048.8,0,14142.54,991.35
Heavy Commercial Vehicles,2023-10-25,Kolkata,Kanpur,30,920.03,3,15944.1,1224.11
Light Commercial Vehicles,2023-10-31,Jodhpur,Ranchi,10,1282.39,3,13369.79,862.78
Medium Commercial Vehicles,2023-10-15,Vellore,Ahmedabad,20,1316.23,3,16634.22,1084.02
Heavy Commercial Vehicles,2025-08-22,Rajkot,Kanpur,30,1069.86,2,19419.53,1501.37
Medium Commercial Vehicles,2023-07-15,Guwahati,Gwalior,20,1354.25,2,18691.51,1201.87
Light Commercial Vehicles,2023-05-14,Bilaspur,Mumbai,10,1021.16,1,11365.48,991.13
Medium Commercial Vehicles,2024-07-27,Bangalore,Pune,20,733.02,2,13347.98,1368.44
Medium Commercial Vehicles,2024-03-26,Coimbatore,Hyderabad,20,723.69,1,11383.6,1201.9
Light Commercial Vehicles,2023-04-21,Visakhapatnam,Hubli,10,901.36,1,10230.06,953.15
Heavy Commercial Vehicles,2025-07-30,Bilaspur,Hyderabad,30,645.52,2,15111.69,1575.7
Container trucks,2023-04-28,Agra,Dehradun,40,348.0,1,14685.05,1563.13
Medium Commercial Vehicles,2024-08-05,Udaipur,Kanpur,20,696.61,2,12857.28,1416.08
Trailer trucks,2024-11-28,Pune,Bangalore,50,733.02,3,20818.04,1589.55
Light Commercial Vehicles,2024-05-21,Indore,Raipur,10,617.79,1,8141.05,1121.55
Trailer trucks,2023-10-16,Nashik,Madurai,50,1207.64,3,24556.3,1536.57
Container trucks,2023-05-26,Madurai,Vijayawada,40,777.88,1,17930.11,1551.82
Medium Commercial Vehicles,2025-12-04,Visakhapatnam,Delhi,20,1356.98,0,16374.44,981.83
Container trucks,2023-05-16,Delhi,Nashik,40,1015.36,1,20527.73,1441.53
Heavy Commercial Vehicles,2023-01-29,Dhanbad,Udaipur,30,1294.65,0,18864.51,1177.69
Container trucks,2023-10-20,Gwalior,Agra,40,107.6,3,13102.79,1628.98
Light Commercial Vehicles,2025-02-24,Patna,Meerut,10,825.79,0,9530.66,892.01
Trailer trucks,2023-09-04,Visakhapatnam,Jaipur,50,1275.94,3,25108.52,1502.09
Light Commercial Vehicles,2023-02-13,Raipur,Kozhikode,10,1269.85,0,12791.83,804.1
Container trucks,2023-12-27,Hubli,Allahabad,40,1316.69,0,21386.82,1251.35
Trailer trucks,2023-12-28,Jodhpur,Hubli,50,1223.56,0,23194.41,1387.73
Medium Commercial Vehicles,2025-12-06,Kozhikode,Vijayawada,20,783.35,0,12042.53,1036.8
Light Commercial Vehicles,2023-08-01,Guwahati,Indore,10,1653.07,2,18252.3,1040.64
Trailer trucks,2024-12-03,Mangalore,Patna,50,1769.69,0,27951.14,1307.98
Medium Commercial Vehicles,2024-12-15,Gwalior,Rajkot,20,865.56,0,12373.34,961.93
Container trucks,2024-01-24,Chennai,Delhi,40,1748.63,0,24330.61,1099.41
Medium Commercial Vehicles,2024-02-18,Tiruchirappalli,Dehradun,20,2163.03,0,21969.07,819.86
Light Commercial Vehicles,2024-04-21,Rajkot,Nagpur,10,866.69,1,10321.56,955.81
Heavy Commercial Vehicles,2025-06-28,Indore,Hyderabad,30,651.41,2,15370.82,1601.61
Heavy Commercial Vehicles,2025-03-24,Thiruvananthapuram,Meerut,30,2266.37,1,26754.74,1032.58
Light Commercial Vehicles,2024-09-23,Vijayawada,Allahabad,10,996.47,3,10730.41,1011.11
Trailer trucks,2023-11-29,Dhanbad,Visakhapatnam,50,754.44,3,20616.11,1723.77
Medium Commercial Vehicles,2025-09-13,Patna,Ranchi,20,249.83,3,7770.47,1377.57
Heavy Commercial Vehicles,2023-11-18,Ahmedabad,Jaipur,30,539.49,3,13303.36,1307.17
Trailer trucks,2023-12-13,Bhavnagar,Nagpur,50,722.15,0,20111.81,1513.71
Light Commercial Vehicles,2024-11-24,Visakhapatnam,Surat,10,1156.65,3,12343.83,1041.16
Heavy Commercial Vehicles,2025-12-06,Jhansi,Gwalior,30,93.65,0,9229.86,1339.04
Container trucks,2024-12-23,Amritsar,Agra,40,580.2,0,16256.11,1443.74
Medium Commercial Vehicles,2023-01-30,Hyderabad,Ranchi,20,970.54,0,13320.68,1005.12
Container trucks,2024-03-23,Bhavnagar,Surat,40,96.36,1,12320.87,1661.37
Medium Commercial Vehicles,2025-01-12,Jabalpur,Udaipur,20,657.53,0,10205.61,995.42
Trailer trucks,2024-03-27,Hubli,Kolhapur,50,175.73,1,16461.04,1723.59
Trailer trucks,2023-05-30,Hubli,Vadodara,50,795.24,1,21339.26,1617.84
Light Commercial Vehicles,2024-10-28,Ludhiana,Kozhikode,10,2174.81,3,20682.11,801.62
Heavy Commercial Vehicles,2023-07-21,Bilaspur,Vadodara,30,924.15,2,17924.51,1455.77
Heavy Commercial Vehicles,2024-08-27,Agra,Delhi,30,177.64,2,11829.89,1700.84
Heavy Commercial Vehicles,2024-09-24,Raipur,Jamshedpur,30,502.47,3,13017.02,1451.7
Light Commercial Vehicles,2024-05-11,Bilaspur,Bhavnagar,10,1032.45,1,10785.92,939.61
Medium Commercial Vehicles,2025-01-13,Hyderabad,Coimbatore,20,723.69,0,10906.73,1145.94
Light Commercial Vehicles,2025-04-01,Solapur,Patna,10,1297.22,1,13285.85,983.89
Heavy Commercial Vehicles,2025-11-11,Udaipur,Bangalore,30,1348.85,3,19834.53,1254.73
Medium Commercial Vehicles,2025-11-24,Delhi,Kolkata,20,1304.23,3,16497.87,1076.89
Heavy Commercial Vehicles,2025-12-06,Ludhiana,Chennai,30,2024.36,0,24197.65,1020.31
Medium Commercial Vehicles,2023-11-21,Dehradun,Visakhapatnam,20,1494.49,3,17688.14,975.97
Medium Commercial Vehicles,2024-08-20,Nashik,Bangalore,20,877.1,2,14109.19,1384.13
Medium Commercial Vehicles,2024-03-10,Allahabad,Mumbai,20,1161.46,1,15572.83,1187.45
Light Commercial Vehicles,2025-01-20,Delhi,Ranchi,10,998.92,0,10731.05,777.61
Container trucks,2024-11-09,Vadodara,Ahmedabad,40,101.01,3,13090.01,1678.62
Container trucks,2023-03-09,Bangalore,Jamshedpur,40,1419.09,1,22966.71,1418.24
Medium Commercial Vehicles,2023-06-19,Jaipur,Nanded,20,875.15,2,14024.92,1388.35
Trailer trucks,2025-11-16,Warangal,Jamshedpur,50,872.32,3,22373.0,1566.66
Light Commercial Vehicles,2025-12-14,Kolhapur,Coimbatore,10,694.23,0,7740.82,854.37
Container trucks,2023-02-18,Gwalior,Nanded,40,789.02,0,17890.9,1407.48
Light Commercial Vehicles,2024-09-22,Kanpur,Nanded,10,866.6,3,10310.13,1003.37
Trailer trucks,2023-09-05,Rajkot,Delhi,50,950.28,3,22797.38,1568.2
Container trucks,2024-11-19,Dehradun,Tiruchirappalli,40,2163.03,3,28931.94,1204.99
Light Commercial Vehicles,2025-10-04,Lucknow,Vijayawada,10,1145.4,3,11694.04,904.43
Heavy Commercial Vehicles,2024-09-12,Pune,Solapur,30,236.94,3,10561.56,1386.94
Heavy Commercial Vehicles,2025-11-05,Thiruvananthapuram,Rajkot,30,1660.16,3,22573.17,1212.88
Heavy Commercial Vehicles,2023-10-03,Bhopal,Amritsar,30,961.22,3,16731.85,1320.43
Light Commercial Vehicles,2024-08-19,Patna,Mumbai,10,1453.49,2,16071.72,1029.79
Heavy Commercial Vehicles,2023-10-11,Gwalior,Nashik,30,822.69,3,15944.75,1311.75
Heavy Commercial Vehicles,2023-05-17,Vijayawada,Madurai,30,777.88,1,15358.43,1412.65
Container trucks,2025-08-24,Chennai,Patna,40,1475.92,2,25774.69,1563.1
Container trucks,2023-08-15,Patna,Delhi,40,854.2,2,21132.65,1571.07
Light Commercial Vehicles,2023-10-05,Raipur,Jaipur,10,863.47,3,10050.93,1056.92
Medium Commercial Vehicles,2023-10-13,Guwahati,Jabalpur,20,1233.25,3,16124.52,1034.34
Light Commercial Vehicles,2025-04-25,Lucknow,Guwahati,10,1078.18,1,11330.58,969.55
Heavy Commercial Vehicles,2025-09-29,Kolkata,Visakhapatnam,30,762.72,3,15310.33,1295.2
Trailer trucks,2025-04-18,Gwalior,Kolhapur,50,1129.48,1,23708.34,1517.3
Medium Commercial Vehicles,2024-10-09,Allahabad,Ranchi,20,420.81,3,9830.82,1172.92
Trailer trucks,2025-08-07,Chennai,Udaipur,50,1448.02,2,28906.06,1734.52
Medium Commercial Vehicles,2024-04-09,Thiruvananthapuram,Kolkata,20,1977.31,1,21759.81,869.33
Container trucks,2024-01-01,Bangalore,Agra,40,1573.23,0,23220.11,1237.12
Heavy Commercial Vehicles,2023-10-19,Udaipur,Raipur,30,891.9,3,15936.87,1241.99
Medium Commercial Vehicles,2025-07-02,Kozhikode,Dhanbad,20,1788.08,2,22341.09,1241.13
Heavy Commercial Vehicles,2023-06-22,Chennai,Bilaspur,30,1015.31,2,18984.21,1435.31
Container trucks,2023-07-19,Coimbatore,Hubli,40,520.37,2,17311.07,1737.31
Container trucks,2023-12-12,Jabalpur,Dehradun,40,814.06,0,17911.83,1249.82
Heavy Commercial Vehicles,2025-08-19,Jhansi,Ranchi,30,722.31,2,16173.27,1416.43
Medium Commercial Vehicles,2023-06-05,Dhanbad,Guwahati,20,595.5,2,11458.13,1454.12
Heavy Commercial Vehicles,2023-05-31,Bhopal,Agra,30,438.02,1,12852.37,1320.69
Container trucks,2023-12-01,Chennai,Lucknow,40,1525.41,0,23296.73,1288.37
Trailer trucks,2024-11-09,Bhavnagar,Kozhikode,50,1225.25,3,24662.87,1487.23
Medium Commercial Vehicles,2023-06-08,Ahmedabad,Lucknow,20,945.68,2,15316.19,1377.01
Heavy Commercial Vehicles,2024-09-10,Bilaspur,Warangal,30,526.41,3,13537.59,1456.4
Heavy Commercial Vehicles,2023-07-01,Tiruchirappalli,Hubli,30,637.8,2,15972.9,1526.14
Trailer trucks,2024-03-30,Dehradun,Nagpur,50,1021.47,1,22732.37,1642.43
Heavy Commercial Vehicles,2025-11-04,Ahmedabad,Meerut,30,836.74,3,15486.33,1293.11
Light Commercial Vehicles,2025-08-29,Nanded,Thiruvananthapuram,10,1175.09,2,14093.52,1109.16
Container trucks,2025-04-25,Thiruvananthapuram,Raipur,40,1495.67,1,23804.51,1296.55
Heavy Commercial Vehicles,2025-08-24,Meerut,Warangal,30,1234.05,2,20849.81,1409.68
Heavy Commercial Vehicles,2023-10-14,Delhi,Vellore,30,1749.4,3,23227.63,1187.44
Heavy Commercial Vehicles,2024-05-13,Ahmedabad,Bilaspur,30,989.64,1,16804.45,1376.89
Trailer trucks,2024-11-10,Dhanbad,Hyderabad,50,1090.14,3,23851.41,1640.02
Trailer trucks,2023-10-22,Ludhiana,Dhanbad,50,1308.07,3,25363.39,1579.15
Heavy Commercial Vehicles,2025-11-19,Patna,Udaipur,30,1157.56,3,17866.34,1328.93
Container trucks,2023-01-14,Bhavnagar,Tiruchirappalli,40,1401.24,0,22167.45,1272.67
Container trucks,2024-11-05,Bhopal,Bhavnagar,40,565.98,3,16838.83,1585.59
Heavy Commercial Vehicles,2025-02-18,Hyderabad,Solapur,30,275.67,0,10425.8,1317.53
Medium Commercial Vehicles,2023-04-16,Warangal,Nanded,20,272.14,1,8247.95,1255.72
Trailer trucks,2024-05-12,Allahabad,Nashik,50,1023.14,1,23477.96,1597.44
Container trucks,2024-10-08,Kanpur,Nanded,40,866.6,3,18986.74,1555.7
Medium Commercial Vehicles,2024-12-20,Kolkata,Ranchi,20,324.66,0,8573.56,1064.97
Light Commercial Vehicles,2025-08-28,Bilaspur,Ahmedabad,10,989.64,2,11867.94,1237.57
Light Commercial Vehicles,2023-05-20,Vijayawada,Chennai,10,380.97,1,6323.71,1077.57
Medium Commercial Vehicles,2023-10-07,Jodhpur,Ahmedabad,20,359.21,3,9263.32,1280.06
Heavy Commercial Vehicles,2024-03-16,Vellore,Kolkata,30,1448.3,1,20634.56,1244.51
Medium Commercial Vehicles,2023-08-01,Coimbatore,Dehradun,20,2139.78,2,25067.87,1167.97
Heavy Commercial Vehicles,2024-09-25,Visakhapatnam,Lucknow,30,1040.93,3,16926.04,1362.92
Medium Commercial Vehicles,2024-01-19,Patna,Bhavnagar,20,1390.01,0,16637.01,870.76
Light Commercial Vehicles,2024-09-05,Ahmedabad,Kanpur,10,871.8,3,10105.47,953.75
Trailer trucks,2023-01-06,Nashik,Vijayawada,50,821.63,0,20982.06,1503.57
Trailer trucks,2024-07-19,Guwahati,Warangal,50,1543.88,2,30502.73,1592.31
Light Commercial Vehicles,2024-09-27,Amritsar,Indore,10,992.58,3,10466.94,1068.18
Container trucks,2023-04-12,Nanded,Vijayawada,40,457.42,1,16044.46,1463.62
Heavy Commercial Vehicles,2024-01-11,Jaipur,Jhansi,30,321.86,0,11164.05,1365.87
Trailer trucks,2024-01-16,Bhopal,Kolkata,50,1125.75,0,22330.63,1398.55
Light Commercial Vehicles,2024-01-31,Guwahati,Jabalpur,10,1233.25,0,11967.92,856.08
Heavy Commercial Vehicles,2023-09-09,Madurai,Lucknow,30,1896.5,3,23867.15,1023.24
Heavy Commercial Vehicles,2025-05-03,Bangalore,Solapur,30,549.52,1,13073.61,1378.11
Heavy Commercial Vehicles,2024-04-09,Chennai,Rajkot,30,1430.92,1,20691.65,1224.2
Container trucks,2023-03-01,Ahmedabad,Pune,40,516.09,1,15696.18,1532.45
Container trucks,2024-10-14,Solapur,Hubli,40,267.38,3,14166.76,1650.29
Container trucks,2023-03-15,Kozhikode,Bhavnagar,40,1225.25,1,21969.08,1381.64
Heavy Commercial Vehicles,2023-05-03,Surat,Allahabad,30,1035.72,1,16947.78,1287.82
Trailer trucks,2023-07-30,Raipur,Chennai,50,915.51,2,24773.78,1709.84
Medium Commercial Vehicles,2025-06-24,Kozhikode,Dehradun,20,2122.92,2,24959.44,1083.08
Light Commercial Vehicles,2024-04-23,Ludhiana,Kozhikode,10,2174.81,1,20056.63,707.79
Container trucks,2023-04-23,Hyderabad,Ranchi,40,970.54,1,20006.69,1448.96
Heavy Commercial Vehicles,2024-07-12,Coimbatore,Vadodara,30,1312.51,2,21393.48,1477.63
Heavy Commercial Vehicles,2023-04-11,Indore,Meerut,30,718.34,1,14598.02,1432.85
Heavy Commercial Vehicles,2023-09-21,Visakhapatnam,Chennai,30,599.69,3,13690.09,1347.96
Container trucks,2023-10-10,Delhi,Patna,40,854.2,3,18974.39,1385.64
Medium Commercial Vehicles,2024-05-25,Bhavnagar,Delhi,20,913.78,1,13007.54,1086.47
Light Commercial Vehicles,2025-11-02,Amritsar,Bhopal,10,961.22,3,10802.68,1005.2
Trailer trucks,2023-12-24,Guwahati,Jhansi,50,1322.27,0,24647.83,1416.26
Heavy Commercial Vehicles,2023-03-26,Jaipur,Mumbai,30,917.57,1,16531.4,1294.78
Trailer trucks,2023-06-19,Pune,Dehradun,50,1373.15,2,28164.8,1621.32
Medium Commercial Vehicles,2023-06-13,Rajkot,Thiruvananthapuram,20,1660.16,2,21290.77,1073.62
Container trucks,2025-05-12,Jaipur,Vijayawada,40,1256.83,1,22204.11,1431.94
Medium Commercial Vehicles,2023-02-15,Gwalior,Ahmedabad,20,669.31,0,10713.19,993.67
Medium Commercial Vehicles,2024-11-29,Mangalore,Indore,20,1090.44,3,14547.5,1201.39
Light Commercial Vehicles,2023-08-24,Gwalior,Amritsar,10,681.43,2,9652.03,1149.19
Medium Commercial Vehicles,2024-08-13,Dhanbad,Hubli,20,1508.09,2,19954.74,1109.34
Trailer trucks,2025-07-06,Kolhapur,Jhansi,50,1067.05,2,26213.32,1752.25
Medium Commercial Vehicles,2023-08-31,Bilaspur,Kolkata,20,643.39,2,12258.01,1454.32
Trailer trucks,2025-03-18,Raipur,Bilaspur,50,105.89,1,16249.17,1849.87
Light Commercial Vehicles,2025-03-26,Guwahati,Vijayawada,10,1567.5,1,15693.61,830.44
Trailer trucks,2024-08-19,Bilaspur,Rajkot,50,1169.27,2,26448.28,1760.18
Trailer trucks,2023-06-17,Visakhapatnam,Kozhikode,50,1071.46,2,26260.42,1689.41
Container trucks,2024-05-25,Nanded,Ranchi,40,950.73,1,19734.77,1498.3
Light Commercial Vehicles,2024-05-12,Kolkata,Jabalpur,10,862.18,1,9465.02,972.72
Trailer trucks,2024-04-22,Udaipur,Jamshedpur,50,1288.59,1,25383.56,1604.37
Medium Commercial Vehicles,2025-03-19,Gwalior,Nashik,20,822.69,1,12172.71,1244.39
Heavy Commercial Vehicles,2024-06-17,Delhi,Chennai,30,1748.63,2,25764.12,1264.56
Trailer trucks,2024-10-13,Solapur,Warangal,50,392.52,3,18562.73,1676.97
Container trucks,2023-12-08,Warangal,Ranchi,40,840.95,0,18185.88,1258.11
Light Commercial Vehicles,2024-10-16,Bhopal,Vadodara,10,447.11,3,6141.06,1107.22
Light Commercial Vehicles,2024-02-07,Chennai,Kanpur,10,1479.83,0,14277.78,687.42
Heavy Commercial Vehicles,2024-05-16,Meerut,Bhopal,30,634.91,1,14011.08,1464.83
Light Commercial Vehicles,2025-12-08,Vellore,Kolkata,10,1448.3,0,14337.23,661.02
Heavy Commercial Vehicles,2024-08-13,Bhopal,Guwahati,30,1483.34,2,23115.46,1285.14
Trailer trucks,2025-07-30,Bangalore,Vadodara,50,1134.15,2,26497.69,1800.58
Container trucks,2025-04-28,Kolkata,Gwalior,40,1108.42,1,21043.91,1437.06
Medium Commercial Vehicles,2023-02-05,Kolhapur,Coimbatore,20,694.23,0,10795.32,999.35
Heavy Commercial Vehicles,2023-05-09,Rajkot,Ludhiana,30,1076.93,1,17119.92,1215.36
Trailer trucks,2025-11-30,Vadodara,Visakhapatnam,50,1167.82,3,23967.27,1512.7
Trailer trucks,2024-06-09,Dhanbad,Visakhapatnam,50,754.44,2,22776.97,1828.84
Container trucks,2023-10-31,Allahabad,Nagpur,40,552.52,3,16463.88,1569.19
Heavy Commercial Vehicles,2023-03-05,Tiruchirappalli,Surat,30,1308.93,1,19303.4,1326.99
Container trucks,2023-08-21,Rajkot,Jaipur,40,717.76,2,19658.97,1740.41
Light Commercial Vehicles,2024-03-08,Allahabad,Mumbai,10,1161.46,1,12500.66,882.68
Light Commercial Vehicles,2023-04-09,Guwahati,Jaipur,10,1590.78,1,16016.95,974.34
Medium Commercial Vehicles,2024-01-04,Jaipur,Bangalore,20,1554.83,0,17271.55,960.25
Light Commercial Vehicles,2023-01-04,Bangalore,Bilaspur,10,1117.4,0,11811.84,751.99
Trailer trucks,2023-06-16,Hubli,Kolhapur,50,175.73,2,17709.07,1944.29
Medium Commercial Vehicles,2025-06-20,Meerut,Nagpur,20,879.42,2,14579.25,1234.83
Container trucks,2025-06-05,Kolhapur,Dehradun,40,1556.05,2,27327.0,1480.82
Light Commercial Vehicles,2023-06-22,Ranchi,Jhansi,10,722.31,2,10097.56,1219.49
Container trucks,2025-11-09,Kanpur,Visakhapatnam,40,1014.94,3,20295.7,1538.41
Container trucks,2023-09-13,Lucknow,Visakhapatnam,40,1040.93,3,20187.17,1394.78
Medium Commercial Vehicles,2025-10-26,Allahabad,Lucknow,20,180.37,3,7165.37,1324.54
Light Commercial Vehicles,2023-11-13,Agra,Chennai,10,1578.06,3,15493.16,954.68
Light Commercial Vehicles,2023-01-01,Gwalior,Dehradun,10,454.42,0,6419.9,986.23
Heavy Commercial Vehicles,2025-06-24,Patna,Jhansi,30,660.46,2,15811.7,1581.32
Light Commercial Vehicles,2024-12-03,Dhanbad,Kozhikode,10,1788.08,0,16612.72,649.25
Trailer trucks,2024-05-02,Bhopal,Mumbai,50,660.49,1,20441.81,1667.69
Medium Commercial Vehicles,2023-09-27,Guwahati,Kolhapur,20,2089.75,3,23084.48,943.12
Medium Commercial Vehicles,2025-11-23,Solapur,Raipur,20,720.42,3,11448.31,1218.55
Heavy Commercial Vehicles,2023-08-16,Vellore,Ahmedabad,30,1316.23,2,21235.02,1349.86
Heavy Commercial Vehicles,2024-09-17,Pune,Visakhapatnam,30,995.05,3,17095.38,1207.78
Heavy Commercial Vehicles,2025-10-24,Guwahati,Kozhikode,30,2350.36,3,27712.79,1079.08
Container trucks,2023-09-27,Hyderabad,Jamshedpur,40,1005.2,3,19600.98,1444.15
Trailer trucks,2024-08-07,Bilaspur,Vellore,50,1063.15,2,26106.19,1828.27
Trailer trucks,2024-10-07,Tiruchirappalli,Kolkata,50,1660.34,3,28048.73,1559.07
Medium Commercial Vehicles,2025-02-08,Kanpur,Jhansi,20,208.58,0,7589.59,1156.99
Heavy Commercial Vehicles,2024-08-10,Jaipur,Ludhiana,30,442.02,2,13431.51,1471.48
Heavy Commercial Vehicles,2024-09-18,Mumbai,Bilaspur,30,1021.16,3,16986.84,1202.7
Heavy Commercial Vehicles,2023-02-12,Lucknow,Bhavnagar,30,1054.85,0,16713.26,1205.33
Container trucks,2023-01-24,Rajkot,Coimbatore,40,1410.47,0,22008.4,1257.46
Light Commercial Vehicles,2024-08-01,Vijayawada,Hubli,10,604.76,2,9058.03,1257.24
Heavy Commercial Vehicles,2023-11-14,Surat,Nashik,30,163.85,3,10462.08,1486.48
Trailer trucks,2024-11-08,Nanded,Bilaspur,50,598.65,3,20286.7,1728.3
Trailer trucks,2023-11-04,Indore,Delhi,50,666.92,3,20411.39,1653.89
Heavy Commercial Vehicles,2025-03-05,Vadodara,Allahabad,30,947.86,1,16973.49,1378.52
Container trucks,2023-06-27,Madurai,Visakhapatnam,40,1020.19,2,21939.44,1507.44
Trailer trucks,2023-11-08,Jabalpur,Guwahati,50,1233.25,3,24813.6,1621.13
Light Commercial Vehicles,2023-04-12,Patna,Coimbatore,10,1829.27,1,17372.1,855.69
Light Commercial Vehicles,2023-08-29,Kolkata,Bangalore,10,1558.52,2,16878.41,1037.61
Container trucks,2025-06-14,Jamshedpur,Lucknow,40,694.73,2,19608.31,1740.0
Container trucks,2024-10-10,Jaipur,Warangal,40,1063.89,3,20287.57,1373.01
Light Commercial Vehicles,2024-07-19,Jhansi,Madurai,10,1718.8,2,18323.73,910.02
Medium Commercial Vehicles,2024-09-28,Dhanbad,Nagpur,20,810.45,3,12191.18,1252.63
Heavy Commercial Vehicles,2024-12-11,Madurai,Jaipur,30,1896.27,0,22558.63,978.08
Container trucks,2023-12-06,Meerut,Kolkata,40,1282.46,0,21121.87,1291.73
Light Commercial Vehicles,2023-08-23,Jamshedpur,Pune,10,1370.46,2,15552.58,1006.45
Light Commercial Vehicles,2025-03-31,Jamshedpur,Pune,10,1370.46,1,13662.6,994.11
Light Commercial Vehicles,2025-04-11,Jaipur,Allahabad,10,627.34,1,7583.91,1149.83
Container trucks,2024-09-21,Kolkata,Thiruvananthapuram,40,1977.31,3,28144.79,1302.39
Heavy Commercial Vehicles,2024-05-30,Udaipur,Nanded,30,709.05,1,14193.12,1417.26
Heavy Commercial Vehicles,2024-12-31,Tiruchirappalli,Ahmedabad,30,1502.49,0,19743.85,1041.21
Container trucks,2025-05-31,Vijayawada,Jabalpur,40,742.22,1,18078.02,1539.36
Container trucks,2025-05-23,Nashik,Surat,40,163.85,1,13033.87,1687.08
Container trucks,2023-12-08,Patna,Kanpur,40,490.27,0,14938.87,1394.48
Medium Commercial Vehicles,2024-04-18,Raipur,Agra,20,752.24,1,11820.33,1118.61
Container trucks,2023-11-02,Jhansi,Kozhikode,40,1597.85,3,25165.85,1368.66
